500.perlbench_r,2.1,4328.677419,2.157096774,3175.354839,2.308387097,2247.354839,2.257741935,1369.580645,2.309677419,835,2.307741935,501.5806452,2.325483871,331.483871,2.376774194,246.7419355,2.329032258,178.7419355,2.338387097,153.9354839,2.408709677,123.5806452,0,0敏感
502.gcc_r,1.041612903,23784.12903,1.069677419,19915.48387,1.102903226,16814.48387,1.119032258,14137.32258,1.199677419,12211.74194,1.226129032,10619.90323,1.263548387,9322.870968,1.289032258,8315.483871,1.292580645,7489.129032,1.291612903,6800.290323,1.280322581,6270.677419,0,1不敏感
503.bwaves_r,2.904193548,14590.64516,2.85516129,13429.96774,2.832580645,15148.12903,2.794516129,13180.03226,2.770322581,13135.22581,2.828064516,13001.09677,2.811935484,14690,2.918387097,16543.22581,2.879354839,12707.93548,2.895806452,14285.19355,2.923548387,16372.87097,1,2流式
505.mcf_r,0.759677419,31446,0.759677419,24468.29032,0.775483871,22023.96774,0.865806452,20436.06452,0.798387097,14838.3871,0.889032258,16625.35484,0.850322581,12512.48387,0.877741935,11816.29032,0.904193548,14149.03226,0.858064516,9512.129032,0.850967742,11386.67742,1,
507.cactuBSSN_r,1.185483871,23593.6129,1.155806452,11818.93548,1.292580645,17556.35484,1.295806452,17528.3871,1.295806452,17501.83871,1.282580645,4264.032258,1.293548387,17628.58065,1.259032258,17352.06452,1.286774194,17248.64516,1.293870968,17453.19355,1.297096774,17584.80645,1,
508.namd_r,1.528709677,420.5483871,1.611935484,1582.709677,2.409677419,3171.354839,2.369354839,2983.451613,2.322258065,2884.677419,2.34516129,2753.419355,2.330967742,2627.193548,2.356451613,2551.677419,2.331290323,2481.419355,2.297741935,2419.612903,2.328064516,2413.709677,0,
511.povray_r,2.531612903,30.35483871,2.559032258,20.83870968,2.558709677,18.74193548,2.516451613,18.29032258,2.560967742,19.35483871,2.546774194,17.4516129,2.526451613,19.32258065,2.531290323,18.06451613,2.561612903,18.48387097,2.535483871,18.96774194,2.527419355,17.77419355,1,
519.lbm_r,1.334193548,90347.70968,1.41,85444.67742,1.429032258,77846.64516,1.448387097,71495.3871,1.494193548,66902.51613,1.421935484,61574.16129,1.470645161,61626.16129,1.516451613,60311.6129,1.476451613,59265.80645,1.425806452,56430.16129,1.412580645,55558.70968,1,
520.omnetpp_r,0.56516129,20097.64516,0.623548387,18518.3871,0.621612903,17465.35484,0.661612903,16427.77419,0.698387097,16450.51613,0.718709677,14960.70968,0.728387097,14532.06452,0.735483871,12689.80645,0.769354839,12494.48387,0.777419355,10775.41935,0.803225806,10067.32258,0,
523.xalancbmk_r,1.055806452,1688.580645,1.067096774,1509.516129,1.054516129,1481.580645,1.069354839,1511.419355,1.066451613,1499.516129,1.06483871,1547,1.047419355,1370.290323,1.032258065,1510.193548,1.070322581,1535.354839,1.068709677,1516.516129,1.142258065,427.7419355,1,
525.x264_r,0.603548387,184.8387097,0.385483871,119.9677419,0.700967742,28.70967742,0.670645161,261.8064516,0.571612903,120.8064516,0.582580645,159.5483871,0.752903226,366.6774194,0.535806452,60,0.71483871,210.5806452,0.619032258,240.3548387,0.757741935,250.2903226,1,
526.blender_r,1.197419355,8959.193548,1.300645161,7498.064516,1.307096774,6148.870968,1.366451613,5619.580645,1.38,4997.483871,1.334193548,4418.419355,1.479354839,4090.516129,1.388387097,3799.354839,1.399032258,3720.709677,1.398387097,3398.322581,1.362258065,3086.483871,1,
527.cam4_r,1.441612903,5157.354839,1.502903226,3165.419355,1.421612903,2409.322581,1.418709677,1822.645161,1.419354839,1552.129032,1.416451613,1405.741935,1.386129032,1325.290323,1.539677419,1262.774194,1.475806452,1234.483871,1.420967742,1206.967742,1.437741935,1163.612903,1,
531.deepsjeng_r,1.662580645,1713.903226,1.659677419,1740.225806,1.644516129,1670.129032,1.629354839,1657.483871,1.642258065,2099.709677,1.63,1638.451613,1.670967742,1633.870968,1.650645161,1625.354839,1.672903226,1616.741935,1.667741935,1609.290323,1.706774194,1954.483871,1,
538.imagick_r,3.072258065,379.2258065,3.018709677,105.1290323,3.101935484,46.58064516,3.008064516,32.61290323,3.103548387,29.32258065,3.116451613,28.61290323,3.09,27,3.068387097,26.74193548,2.977096774,23.96774194,3.081290323,25.38709677,3.080645161,26.29032258,1,
541.leela_r,1.150322581,159.8387097,1.15483871,68.16129032,1.179354839,34.83870968,1.192258065,23.51612903,1.162903226,20.51612903,1.154516129,22.41935484,1.199354839,18.09677419,1.139354839,17.96774194,1.118709677,16.19354839,1.117419355,16.19354839,1.114516129,16.5483871,1,
544.nab_r,1.22483871,1431.774194,1.210322581,1384.741935,1.201290323,1375.774194,1.165806452,1295,1.168387097,1243.322581,1.160645161,1250.193548,1.209354839,1233.709677,1.201290323,1217.064516,1.218387097,1196.290323,1.191612903,1180.870968,1.172903226,1148.483871,1,
548.exchange2_r,2.24,18.48387097,2.195806452,19.67741935,2.194516129,19.35483871,2.160645161,18.09677419,2.212580645,17.83870968,2.261290323,17.87096774,2.188709677,17.32258065,2.219032258,15.87096774,2.224516129,16.19354839,2.205483871,17.29032258,2.097419355,17.19354839,1,
549.fotonik3d_r,1.575806452,113392.2258,1.630645161,115351.2903,1.651612903,113599.3226,1.619354839,111227.5161,1.639677419,107159.9355,1.606451613,106254.3548,1.563548387,103216.7419,1.606774194,106006.9677,1.643870968,109496.3871,1.610967742,105455.871,1.596451613,104459.4839,1,
554.roms_r,1.858709677,72148.41935,1.84483871,62669.12903,1.888709677,56157.29032,1.905483871,50495.90323,1.938387097,48947.22581,1.887741935,45418.96774,1.951935484,43761.16129,1.957741935,42209.29032,1.940322581,40766.93548,1.927419355,38981.22581,1.93483871,37621.58065,1,
557.xz_r,1.047096774,9677.483871,1.044516129,8247.096774,1.070967742,6874.612903,1.12,6209.16129,1.120645161,5686.935484,1.143225806,5217.032258,1.180967742,4782.290323,1.221290323,4457.096774,1.199032258,4244.258065,1.22,3816.83871,1.243870968,3480.516129,0,
astar_base,0.609677419,12332.45161,0.649032258,11058.58065,0.656451613,9782.806452,0.64516129,8530.83871,0.689354839,7131.612903,0.701935484,5879.677419,0.690645161,4523.032258,0.693870968,3480.612903,0.740967742,2760.354839,0.743225806,2221.516129,0.808709677,1697,0,
bzip2_base,1.289354839,4394.225806,1.340322581,1756.774194,1.360967742,943.3870968,1.350645161,625.9032258,1.346774194,519.483871,1.354193548,491.8709677,1.346451613,482.6129032,1.361290323,490.1935484,1.362903226,488.7096774,1.35,480.7096774,1.350645161,494.8387097,1,
cactusADM_base,1.108064516,14615.29032,1.101290323,12437.64516,1.185483871,10971.29032,1.2,10154.54839,1.17483871,9801.548387,1.205483871,9602.258065,1.195483871,9535.290323,1.208387097,9481.032258,1.213870968,9457.483871,1.20483871,9409.129032,1.204516129,9422.774194,1,
calculix_base,2.307419355,2407.322581,2.285483871,1969.967742,2.289354839,1681.419355,2.34,1445.645161,2.280322581,1254.419355,2.310645161,1081.741935,2.277096774,962.4193548,2.271935484,870.6129032,2.337096774,779.5806452,2.280645161,724.7419355,2.282580645,663.5483871,1,
dealII_base,1.935806452,7298.193548,1.918709677,6039.645161,1.932258065,5072.032258,1.916774194,4382.935484,1.96,3755.451613,1.958064516,3553.387097,1.957419355,2893.774194,1.926774194,2494.258065,1.948387097,2127.645161,1.97516129,2130.129032,1.956129032,1329.16129,1,
gcc_base,1.62516129,20075.58065,1.644516129,20099.25806,1.647741935,20419.16129,1.650645161,19904.70968,1.656774194,19052.48387,1.660967742,18089.29032,1.66483871,16757.54839,1.689032258,15430.51613,1.694193548,14192,1.719032258,13112.29032,1.726451613,11681.90323,1,
GemsFDTD_base,1.516129032,69371.74194,1.53516129,67951.35484,1.539677419,66438.58065,1.541612903,65689.77419,1.551290323,65490.35484,1.550645161,65273.67742,1.555483871,65100.48387,1.551612903,64758.67742,1.557096774,64652.80645,1.559354839,64402.35484,1.550322581,63888.3871,1,
gobmk_base,1.331290323,1024.806452,1.33,803.6451613,1.342258065,675.2258065,1.345806452,585.483871,1.347741935,488.2580645,1.342258065,470.0322581,1.350967742,447.2903226,1.351935484,429.1290323,1.368709677,358.9354839,1.370967742,349.3870968,1.367741935,45.80645161,1,
gromacs_base,1.867096774,2177.806452,1.871612903,1262.516129,1.852903226,680.1935484,1.868387097,379.6774194,1.855483871,191.0967742,1.881612903,91.35483871,1.871935484,47.19354839,1.856451613,35.29032258,1.85,29.22580645,1.862580645,33.19354839,1.853548387,20.70967742,1,
h264ref_base,2.249677419,6147.322581,2.276774194,2444.806452,2.298064516,1113.064516,2.296129032,635,2.289677419,481.4516129,2.28483871,378.8387097,2.284193548,332.8709677,2.293225806,300,2.297741935,283.2258065,2.221612903,304.6774194,2.296774194,164.2903226,1,
hmmer_base,1.379677419,612.0645161,1.379354839,121.7419355,1.379354839,42.70967742,1.379354839,31.22580645,1.379354839,30,1.379677419,28.58064516,1.379677419,26.67741935,1.379677419,28.06451613,1.379354839,27.09677419,1.379677419,26.19354839,1.379354839,20,1,
lbm_base,1.192580645,93168.87097,1.236451613,85060.22581,1.254516129,78382.48387,1.289677419,72566.25806,1.307741935,68383.90323,1.308387097,65641.29032,1.326451613,63927,1.33516129,62744.3871,1.320967742,61729.6129,1.33483871,61095.19355,1.331935484,60331.03226,1,
leslie3d_base,1.947741935,76191.6129,1.95516129,70611.25806,1.977096774,66997.80645,1.974516129,62913.96774,1.932258065,58084.83871,2.023225806,57035.93548,1.986129032,52185.12903,2.038387097,50566.6129,2.027419355,47722.93548,2.067096774,45150.09677,2.079354839,42278.77419,1,
libquantum_base,2.263225806,125465.2903,2.255806452,117556.3226,2.21516129,109878.0323,2.322258065,102579.7097,2.326129032,93997.74194,2.252580645,84733.70968,2.35516129,77968.09677,2.381935484,69392,2.403225806,60698.29032,2.465483871,52865.67742,2.531290323,51425.09677,0,
mcf_base,0.569032258,32067.64516,0.608709677,24052.48387,0.647096774,20552.77419,0.652258065,18128.74194,0.680322581,17088.12903,0.660645161,16341.3871,0.696451613,16040.87097,0.695806452,15775.74194,0.700645161,15532.06452,0.696129032,15209.6129,0.713225806,14663.77419,0,
namd_base,2.083225806,579.8709677,2.062258065,445.1935484,1.98483871,347.8709677,2.009354839,292.3225806,2.065806452,247.3870968,2.090645161,212.0967742,2.083870968,170.1290323,2.018709677,138.6774194,2.082580645,128.9354839,2.10516129,118.6129032,2.085483871,92.19354839,1,
omnetpp_base,0.678387097,26241.19355,0.764516129,19820.09677,0.82,17581.96774,0.858387097,16101.25806,0.894516129,14594.77419,0.930967742,13149.29032,0.96483871,11835.96774,0.998387097,10407.09677,1.026451613,9122.709677,1.051612903,7904.903226,1.074516129,6139.129032,0,
perlbench_base,2.25,4293.419355,2.33516129,2598,2.41,1480.870968,2.444193548,818.1612903,2.446451613,682.7741935,2.503870968,293.5806452,2.46516129,160.0645161,2.500645161,141.483871,2.480645161,116.1290323,2.479032258,110.8064516,2.502903226,101.2903226,0,
povray_base,2.237096774,31.35483871,2.225483871,24.80645161,2.227096774,25.22580645,2.105483871,22.67741935,2.212258065,23.5483871,2.210645161,20.58064516,2.231290323,24.64516129,2.246129032,22.61290323,2.24483871,22.51612903,2.238387097,24.16129032,2.088387097,19.87096774,1,
sjeng_base,1.531290323,1824,1.55516129,1268.387097,1.528387097,1698.483871,1.53516129,1672.870968,1.54,1606.935484,1.533225806,1561.387097,1.539677419,1541.483871,1.543870968,1512.645161,1.545806452,1495.741935,1.54483871,1479.645161,1.558387097,1264.064516,1,
soplex_base,0.716129032,37425.67742,0.820645161,32018.12903,0.87516129,26026.19355,0.950967742,21644.58065,0.99516129,16917.03226,1.041612903,12708.32258,1.077096774,9394.16129,1.106451613,7061.612903,1.136451613,5014.322581,1.128064516,3733.129032,1.177741935,2163.032258,0,
tonto_base,2.051612903,222.7741935,2.081935484,69.51612903,2.057419355,33.64516129,2.044193548,26.96774194,2.077419355,26.25806452,2.015483871,26.19354839,2.070322581,31.77419355,2.041290323,29.41935484,2.074516129,28.96774194,2.085483871,28.16129032,2.060645161,25.19354839,1,
Xalan_base,0.72483871,35797.22581,0.881612903,29895.06452,1.009677419,22221.3871,1.106129032,14651.93548,1.171612903,9285.387097,1.22516129,5858.032258,1.250645161,3468.645161,1.237096774,2077.935484,1.248387097,1273.870968,1.263548387,859.3548387,1.281935484,489.8064516,0,
